Sebastián_de_Covarrubias,31,Social_Impact
New_York_Intellectual_Property_Law_Association,16,Social_Impact
Nematolebias,3,Social_Impact
Roman_Catholic_Diocese_of_Sora-Cassino-Aquino-Pontecorvo,20,Application
Jean-Claude_Bradley,9,Technology
Feature_(machine_learning),1074,Technology
Journal_of_World_Intellectual_Property,8,Social_Impact
Robotics_Industries_Association,5,Application
Claude_Geoffroy,1,Technology
Armand-Claude_Poute_de_Nieuil,3,Technology
Yves_Gabias,1,Social_Impact
Foundation_for_Responsible_Robotics,15,Application
Huaca_Huallamarca,25,Technology
René_Claude_Meka,59,Technology
Intelligent_Robotics_Group,3,Application
Claude_Dufourmentel,1,Technology
Claude_Dubuis,1,Technology
Three_laws_of_robotics,22,Application
Non-response_bias,28,Social_Impact
Agent-assisted_automation,28,Application
Fossora,4349,Application
Pennant_playoff,11,Social_Impact
Cornelia_Sorabjee,1,Application
Claude_Ernest_Dolman,2,Technology
Claude_Falkiner,12,Technology
Jean-Claude_Éloy,15,Technology
AI_Robotics,3,Application
Liberal_bias_in_Wikipedia,57,Social_Impact
Claude_Deschiens,1,Technology
Microsoft_UI_Automation,211,Application
Claude_Frassen,11,Technology
Claude_Malhuret,63,Technology
Sora_(Kingdom_Hearts),1778,Application
Claude_Chazottes,3,Technology
Elisabeth_Claude_Jacquet_de_la_Guerre,1,Technology
Soran_District,22,Application
Apisit_Sorada,20,Application
Claude_Lachance,5,Technology
Analog_neural_network,29,Technology
Musabyimana_Jean_Claude,19,Technology
Political_Bias,1,Social_Impact
United_States_House_Small_Business_Subcommittee_on_Innovation,\N,_and_Workforce_Development
Anne_Claude_Philippe_de_Tubieres_de_Grimoard_de_Pestels_de_Levis,\N,1
1970_ABA_Playoffs,68,Social_Impact
Claude_Nelson_Warren,21,Technology
Media_bias_in_India,2,Social_Impact
Church_of_the_Holy_Cross_at_Soradir,9,Application
Benelux_office_for_intellectual_property,3,Social_Impact
St._Claude,\N,69
2012_CBA_Playoffs,4,Social_Impact
Claude_Rogers,1,Technology
Claude_Gelée,1,Technology
Claude_Treglown,1,Technology
Copyright_law_of_Chile,19,Social_Impact
Claude_Strauss,1,Technology
Saint-Claude,\N,245
Claude_Trénonay,4,Technology
2014_TBL_Playoffs,2,Social_Impact
Age_bias,11,Social_Impact
Draft:Artificial_Intelligence_for_Environment_&_Sustainability,1,Technology
Stuttgart_Neural_Network_Simulator,3,Technology
Chatbot,30344,Application
Machine_Learning_(journal),416,Technology
Hallucinations_(Atrocity_album),141,Social_Impact
Llama_Farmers,20,Technology
Claude_Simon,229,Technology
Anti-copyright_notice,116,Social_Impact
Claude_Demetrius,115,Technology
Biased_agonist,14,Social_Impact
Radiodifusora_Nacional_de_Colombia,1,Application
Claude_Adelen,4,Technology
Claude_Miller_(bishop),7,Technology
Eastern_Allamakee_Community_School_District,4,Technology
Killamarsh_West_railway_station,9,Technology
Michael_Cambias,75,Social_Impact
Claude_Wilborn,1,Technology
Convention_Establishing_the_World_Intellectual_Property_Organization,26,Social_Impact
Claude_Érignac,333,Technology
Jean-Claude_Miche,3,Technology
Gaspar_Llamazares_Trigo,2,Technology
Jean-Claude_Osman,7,Technology
Federal_unemployment_tax_act,41,Social_Impact
Claude_Bréart_de_Boisanger,5,Technology
Sora-myeon,3,Application
Claude_E._Welch,10,Technology
Ant_robotics,65,Application
José_María_Covarrubias,3,Social_Impact
NCAA_Division_1-A_football_playoff,1,Social_Impact
Claude_R._Sowle,5,Technology
Design_Automation_Standards_Committee,5,Application
Claude_Helffer,16,Technology
Design_automation_and_test_in_europe,12,Application
Claudette_Tardif,7,Technology
Claude_Moss_Leigh,1,Technology
St._Claude_Avenue_Bridge,34,Technology
Swiss_Federal_Institute_of_Intellectual_Property,82,Social_Impact
WHA_Playoff_MVP,13,Social_Impact
Deneb_Robotics,27,Application
Claude_Chagnon,1,Technology
Sur_Sorath,1,Application
Claude_Batchelor,78,Technology
Claude-François-Marie_Rigoley,15,Technology
List_of_federal_subjects_of_Russia_by_unemployment_rate,47,Social_Impact
Regularization_(machine_learning),24,Technology
Amoebiasis_due_to_Entamoeba_histolytica,2,Social_Impact
Intellectual_property_office,1,Social_Impact
Unbiased_estimator_of_zero,1,Social_Impact
Oracle_Policy_Automation,11,Application
Emissoras_Pioneiras_de_Televisão,10,Application
GE_Fanuc_Automation_North_America,\N,6
Célia_Allamargot,2,Technology
History_of_machine_learning,7,Technology
Claude_E._Shannon,149,Technology
Claude_Silve,3,Technology
Montebuono,\N,4
Copyright_protection,2,Social_Impact
Australasian_Mechanical_Copyright_Owners_Society,3,Social_Impact
United_States_House_Oversight_Subcommittee_on_Federal_Workforce,\N,2
Reality_has_a_well_known_liberal_bias,126,Social_Impact
Copyright_Agency_Limited,1,Social_Impact
Misinformation_related_to_the_COVID-19_pandemic_by_the_United_States,2,Social_Impact
Marisora_roatanae,3,Application
Copyright_Remedy_Clarification_Act,28,Social_Impact
Petsora,1,Application
Copyright_in_the_USA,1,Social_Impact
Claude_Marcil,7,Technology
Mobile_marketing_automation,10,Application
Rai_isoradio,3,Application
Dataset_(machine_learning),16,Technology
2019_CBA_Playoffs,2,Social_Impact
Claude_Carlier,1,Technology
Signoff_(electronic_design_automation),127,Application
Kuki_(chatbot),23,Application
Youth_unemployment_in_Italy,150,Social_Impact
Louis_Claude_Monnet_de_Lorbeau,9,Technology
Copyright_in_historical_perspective,1,Social_Impact
Large_width_limits_of_neural_networks,95,Technology
Benedict_of_Soracte,12,Application
Ablation_(artificial_intelligence),741,Technology
Jean-Claude_Nicolas_Forestier,35,Technology
Cognitive_biases,56,Social_Impact
OpenAir_Radio,1,Technology
Unconscious_bias,66,Social_Impact
Best_linear_unbiased_estimator,131,Social_Impact
Jean_Claude_Killy,4,Technology
Claude_Sallier,4,Technology
Universal_copyright_convention,4,Social_Impact
Claude_Laydu,102,Technology
Claude_Steiner,130,Technology
Military_Decision_Making_Process,455,Social_Impact
Joseph_Costello_(electronic_design_automation),8,Application
2020–21_MPBL_Playoffs,4,Social_Impact
Sebastián_Covarrubias,2,Social_Impact
Claude_Bramall_Burgess,2,Technology
Claude_Humbert_Piarron_de_Chamousset,2,Technology
Sora_o_Tobu,\N,10
Test_automation_management_tools,21,Application
Unemployment_in_Portugal,2,Social_Impact
Usora_Municipality,45,Application
OLE_Automation,283,Application
Post-colonial_copyright_crisis,5,Social_Impact
French_Creek_Township,\N,_Iowa
Professional_Services_Automation,3,Application
Dartmouth_Summer_Research_Project_on_Artificial_Intelligence,3,Technology
Claude_de_Bermen_de_la_Martinière,2,Technology
Claude_Bouchard,22,Technology
Claude-Louis_Mathieu,11,Technology
Jean-Claude_Berrouet,16,Technology
Low-code_machine_learning,9,Technology
2018_LBA_Playoffs,1,Social_Impact
Claude_de_l'Isle_de_Marivaux,6,Technology
Claude_Bailey,5,Technology
K-line_(artificial_intelligence),20,Technology
Bias_(book),10,Social_Impact
Isola_di_Sora,1,Application
Claude_Carmona,2,Technology
Soraya_Vieira_Telles,1,Application
Charles_Claude_Jacquinot,12,Technology
Pasorapa_Municipality,2,Application
Claude_Nicot,6,Technology
Directive_on_Copyright_in_the_Digital_Single_Market,543,Social_Impact
Jean-Claude_Tardif,9,Technology
ACS-Itaipu_Sora-E,9,Application
Database_administration_and_automation,2,Application
Campellolebias,6,Social_Impact
Philippine_copyright_law,4,Social_Impact
Jean_Claude_Duvalier,4,Technology
The_Doge's_Palace_Seen_from_San_Giorgio_Maggiore_(Claude_Monet),35,Technology
Claude_Lorraine,11,Technology
Sora_(song),1,Application
Claude-Nicolas_Le_Cat,31,Technology
Grade_of_Automation,39,Application
List_of_copyright_policies_of_academic_publishers,5,Social_Impact
Claude_Ambroise_Régnier,17,Technology
Digital_Copyright,17,Social_Impact
Frédéric-Louis_Allamand,4,Technology
Sorauren_Park,1,Application
Soraya_Aracena,1,Application
Claude_Cadart,11,Technology
Allama_Iqbal_Open_University,1088,Technology
Antoine_François_Jean_Claudet,1,Technology
Logistics_automation,141,Application
Run_to_the_Playoffs,5,Social_Impact
Claude_Albright,5,Technology
Claude_de_Bullion,9,Technology
Claude_Rock,2,Technology
Venugopal_Sorab,2,Application
Llamayojcasa,1,Technology
Freedom_of_Expression®:_Overzealous_Copyright_Bozos_and_Other_Enemies_of_Creativity,4,Social_Impact
Sorabh_Pant,227,Application
Claude_Lacroix,3,Technology
Omission_bias,365,Social_Impact
Claude_Smith_Field,2,Technology
Racial_bias_in_Wikipedia,6,Social_Impact
John_Claude_Nattes,2,Technology
Jean-Claude_(Anita_Blake:_Vampire_Hunter_character),5,Technology
Ale_Llamas,3,Technology
Villamagna_Altarpiece,2,Technology
Soranus_(mythology),133,Application
Transoral_incisionless_fundoplication,64,Application
Claude_Corbineau,2,Technology
Unsupervised_machine_learning,1,Technology
Intellectual_Property,45,Social_Impact
Oleksandr_Usyk_vs._Derek_Chisora,147,Application
Chebyshev_bias,19,Social_Impact
Claude_Howland,1,Technology
Clifford_Bias,16,Social_Impact
Claude-Yves_Gosselin,6,Technology
Claude_Henderson,25,Technology
Home_Automation,17,Application
Arthur_Claude_Ruge,8,Technology
COVID-19_Pandemic_Unemployment_Payment,17,Social_Impact
Como_Te_Llama,2,Technology
Youth_unemployment_in_South_Korea,21,Social_Impact
Open_source_robotics,2,Application
Claude_E._Carpenter,7,Technology
Gustatory_hallucinations,1,Social_Impact
Allama_I._I._Kazi,4,Technology
Automotive_robotics,2,Application
Reine-claude,1,Technology
La_llamada_(1965_film),6,Technology
Claude_Guy_Hallé,6,Technology
China_National_Intellectual_Property_Administration,105,Social_Impact
Embedded_Machine_Learning,1,Technology
List_of_memory_biases,148,Social_Impact
AFL_playoffs,\N,1
Microsoft_Robotics_Developer_Studio,105,Application
Police_bias,8,Social_Impact
Claude_(surname),4,Technology
Jean-Claude_Rudaz,13,Technology
Soraya_Esfandiary-Bakhtiari,245,Application
Claude_Hinscliff,3,Technology
Sora_Kim-Russell,11,Application
Nallamala_Hills,1080,Technology
Claude_Geffré,10,Technology
Sorang_Sompeng_script,74,Application
Police_Intellectual_Property_Crime_Unit,52,Social_Impact
Autoassociative_neural_network,4,Technology
Claude_Lajeunesse,6,Technology
Bias_Bay,7,Social_Impact
Quantum_Artificial_Intelligence_Lab,516,Technology
LLamasoft,10,Technology
Misinformation_about_COVID-19_vaccinations,4,Social_Impact
Claude_Hillinger,2,Technology
Jean-Claude_Duvalier,4324,Technology
Behavior-based_robotics,76,Application
Aki_sora,5,Application
Misinformation_related_to_the_COVID-19_pandemic,328,Social_Impact
Claude_Godart,4,Technology
Nico_di_Biase,3,Social_Impact
Salience_bias,33,Social_Impact
Claude-Ernest_Ndalla,16,Technology
Claude_U._Stone,8,Technology
AIO_Robotics,22,Application
Vellamadam,15,Technology
Facebook_Messenger_chatbots,3,Application
Claude-Carloman_de_Rulhière,19,Technology
Thomas-Claude_Renart_de_Fuchsamberg_Amblimont,2,Technology
Jean-Claude_Bagot,2,Technology
Claudette_Mink,308,Technology
Copyrightability,1,Social_Impact
Lycée_Claudel_d'Ottawa,49,Technology
Nil_of_Sora,1,Application
Claude_Stokes_(diplomat),2,Technology
Neural_network_processor,1,Technology
Biased_exponent,3,Social_Impact
Claude_Verspaille,5,Technology
Jean-Louis_de_Biasi,50,Social_Impact
Claude_Le_Tohic,59,Technology
Claude_de_l'Aubespine,\N,7
Berne_Convention_on_Copyright,1,Social_Impact
Deep_learning_anti-aliasing,357,Technology
Claude_Carrara,7,Technology
Claude_Michely,4,Technology
Buddleja_soratae,3,Application
Zambiasaurus,16,Social_Impact
Gaura_Kisora_dasa_Babaji,1,Application
Claude_antoine_de_valdec_de_lessart,16,Technology
Unemployment_funds_in_Sweden,29,Social_Impact
The_Stoning_of_Soraya_M.,1769,Application
Jean-Claude_Valla,10,Technology
Claudette_Johnson,41,Technology
Interaction_and_Robotics_Research_Center,2,Application
Claude_King_(English_actor),37,Technology
Papiliolebias,9,Social_Impact
The_Copyright_Association,4,Social_Impact
ABA_Playoffs_MVP,9,Social_Impact
Claude_Bergeret,2,Technology
Czech_Institute_of_Informatics,\N,19
Jean-Claude_Lubtchansky,16,Technology
Fagiolo_di_Sorana,3,Application
Jean_Claude_Van_Damme:_Behind_Closed_Doors,18,Technology
Decision_making,937,Social_Impact
Claude_Gibson,1,Technology
Jean-Claude_Lorquet,2,Technology
Power-system_automation,117,Application
Image_copyright_(Germany),5,Social_Impact
Tandang_Sora_station_(Line_7),15,Application
Language_creation_in_artificial_intelligence,126,Technology
Claude_Fauchet_(historian),25,Technology
Claude_de_L'Aubespine,1,Technology
Claude_Morin_(ADQ_politician),2,Technology
Electronic_Design_Automation_Consortium,2,Application
IsoRay,10,Application
Sora_bint_Saud_Al_Saud,86,Application
Sir_Claude_Auchinleck,52,Technology
Pedro_González_Llamas,9,Technology
St._Claude,\N,63
Ellamanda,3,Technology
National_Robotics_Engineering_Center,52,Application
Claude_Roussel_(athlete),1,Technology
Present-biased_preferences,10,Social_Impact
